#ticker, date, time, askprice
"EXR","27-DEC-2005","14:30:51.262",15.26
"IBM","27-DEC-2005","14:30:51.262",83.64
"NCR","27-DEC-2005","14:30:51.262",34.46
"NJ","27-DEC-2005","14:30:51.262",21.97
"LIN","27-DEC-2005","14:30:51.263",0
"LUB","27-DEC-2005","14:30:51.263",0
"ETR","27-DEC-2005","14:30:51.264",0
"ABS","27-DEC-2005","14:30:51.265",0
"AWF","27-DEC-2005","14:30:51.265",0
"BR","27-DEC-2005","14:30:51.265",0
"CCK","27-DEC-2005","14:30:51.265",0
"EXR","27-DEC-2005","14:30:51.265",0
"JBX","27-DEC-2005","14:30:51.265",0
"JNS","27-DEC-2005","14:30:51.265",0
"AEA","27-DEC-2005","14:30:51.328",12.69
"ATO","27-DEC-2005","14:30:51.328",26.49
"AWF","27-DEC-2005","14:30:51.328",12.3
"AXA","27-DEC-2005","14:30:51.328",33.18
"AXE","27-DEC-2005","14:30:51.328",39.84
"ACV","27-DEC-2005","14:30:51.330",45.95
"AFL","27-DEC-2005","14:30:51.330",47.03
"AMT","27-DEC-2005","14:30:51.330",27.11
"ARO","27-DEC-2005","14:30:51.330",25.72
"ASO","27-DEC-2005","14:30:51.330",26.68
"BLL","27-DEC-2005","14:30:51.330",40.83
"BLS","27-DEC-2005","14:30:51.333",27.59
"BLS","27-DEC-2005","14:30:51.333",27.59
"BOH","27-DEC-2005","14:30:51.333",52.64
"C","27-DEC-2005","14:30:51.333",49.4
"CBB","27-DEC-2005","14:30:51.333",3.6
"CBC","27-DEC-2005","14:30:51.333",38.11
"CCK","27-DEC-2005","14:30:51.333",19.86
"CCL","27-DEC-2005","14:30:51.333",53.79
"CEN","27-DEC-2005","14:30:51.333",24.91
"CHK","27-DEC-2005","14:30:51.333",31.54
"CMP","27-DEC-2005","14:30:51.333",24.69
"CRE","27-DEC-2005","14:30:51.333",35.59
"CYT","27-DEC-2005","14:30:51.333",47.65
"BJ","27-DEC-2005","14:30:51.334",30.4
"PEP","27-DEC-2005","14:30:51.334",0
"MYL","27-DEC-2005","14:30:51.335",0
"T","27-DEC-2005","14:30:51.397",24.8
"WEN","27-DEC-2005","14:30:51.397",56.1
"SFA","27-DEC-2005","14:30:51.399",43
"SWY","27-DEC-2005","14:30:51.399",24.52
"T","27-DEC-2005","14:30:51.399",24.81
"UPS","27-DEC-2005","14:30:51.399",77.41
"KEI","27-DEC-2005","14:30:51.401",14.34
"SM","27-DEC-2005","14:30:51.401",37.98
"TIE","27-DEC-2005","14:30:51.401",67.3
"TOT","27-DEC-2005","14:30:51.401",127.24
"TRF","27-DEC-2005","14:30:51.401",59.49
"TXN","27-DEC-2005","14:30:51.401",33.13
"D","27-DEC-2005","14:30:51.403",78.79
"DNA","27-DEC-2005","14:30:51.403",94.25
"HDI","27-DEC-2005","14:30:51.403",51.95
"IMN","27-DEC-2005","14:30:51.403",46.41
"JBX","27-DEC-2005","14:30:51.403",35.56
"JEC","27-DEC-2005","14:30:51.403",68.91
"JPM","27-DEC-2005","14:30:51.403",40.43
"KOR","27-DEC-2005","14:30:51.403",10.89
"EVG","27-DEC-2005","14:30:51.405",16.4
"EWU","27-DEC-2005","14:30:51.405",18.81
"GM","27-DEC-2005","14:30:51.405",18.99
"GPN","27-DEC-2005","14:30:51.405",47.89
"DHI","27-DEC-2005","14:30:51.406",36.26
"DLM","27-DEC-2005","14:30:51.406",10.48
"DYN","27-DEC-2005","14:30:51.406",5.14
"DYN","27-DEC-2005","14:30:51.406",5.14
"EIX","27-DEC-2005","14:30:51.406",43.95
"GGG","27-DEC-2005","14:30:51.406",37
"GIM","27-DEC-2005","14:30:51.406",8.05
"GM","27-DEC-2005","14:30:51.406",19
"CAH","27-DEC-2005","14:30:51.529",69.1
"DHR","27-DEC-2005","14:30:51.529",55.89
"DRL","27-DEC-2005","14:30:51.529",10.59
"GM","27-DEC-2005","14:30:51.529",18.99
"BJ","27-DEC-2005","14:30:51.530",0
"BLS","27-DEC-2005","14:30:51.530",0
"CRE","27-DEC-2005","14:30:51.530",0
"HMB","27-DEC-2005","14:30:51.530",0
"KEI","27-DEC-2005","14:30:51.530",0
"CAH","27-DEC-2005","14:30:51.531",0
"ET","27-DEC-2005","14:30:51.531",0
"ICF","27-DEC-2005","14:30:51.532",75.8
"OMN","27-DEC-2005","14:30:51.598",4.8
"RA","27-DEC-2005","14:30:51.598",36.54
"RHI","27-DEC-2005","14:30:51.598",38.21
"RHI","27-DEC-2005","14:30:51.598",38.22
"RUS","27-DEC-2005","14:30:51.598",11.57
"LEH","27-DEC-2005","14:30:51.600",128.94
"LM","27-DEC-2005","14:30:51.600",122.02
"MYL","27-DEC-2005","14:30:51.600",20.39
"PLL","27-DEC-2005","14:30:51.600",27.3
"RHI","27-DEC-2005","14:30:51.600",38.22
"NJR","27-DEC-2005","14:30:51.602",42.82
"NJR","27-DEC-2005","14:30:51.602",42.9
"NMR","27-DEC-2005","14:30:51.602",19.24
"NSM","27-DEC-2005","14:30:51.602",27.13
"HCA","27-DEC-2005","14:30:51.604",51.66
"HMB","27-DEC-2005","14:30:51.604",8.11
"KO","27-DEC-2005","14:30:51.604",41.14
"L","27-DEC-2005","14:30:51.604",7.8
"SNH","27-DEC-2005","14:30:51.604",17.53
"SR","27-DEC-2005","14:30:51.604",16.49
"TRF","27-DEC-2005","14:30:51.604",59.49
"TTC","27-DEC-2005","14:30:51.604",44.68
"DHR","27-DEC-2005","14:30:51.665",55.88
"FCH","27-DEC-2005","14:30:51.665",17.51
"JEC","27-DEC-2005","14:30:51.665",68.95
"T","27-DEC-2005","14:30:51.665",0
"UPS","27-DEC-2005","14:30:51.665",0
"RHI","27-DEC-2005","14:30:51.667",0
"RUS","27-DEC-2005","14:30:51.667",0
"PIR","27-DEC-2005","14:30:51.668",0
"AET","27-DEC-2005","14:30:51.802",96.6
"AMP","27-DEC-2005","14:30:51.802",41.9
"BBY","27-DEC-2005","14:30:51.802",44.96
"BBY","27-DEC-2005","14:30:51.802",44.94
"BBY","27-DEC-2005","14:30:51.802",44.94
"BDX","27-DEC-2005","14:30:51.802",60.93
"BHI","27-DEC-2005","14:30:51.802",61.98
"MET","27-DEC-2005","14:30:51.802",49.68
"ACS","27-DEC-2005","14:30:51.806",60.97
"AZO","27-DEC-2005","14:30:51.806",92.59
"BLS","27-DEC-2005","14:30:51.806",27.59
"BR","27-DEC-2005","14:30:51.806",86.41
"BYD","27-DEC-2005","14:30:51.806",47.45
"C","27-DEC-2005","14:30:51.806",49.4
"CEA","27-DEC-2005","14:30:51.806",16.05
"CEN","27-DEC-2005","14:30:51.806",24.91
"CHK","27-DEC-2005","14:30:51.806",31.54
"CNS","27-DEC-2005","14:30:51.806",18.5
"COH","27-DEC-2005","14:30:51.806",33.49
"CPE","27-DEC-2005","14:30:51.806",18.31
"CTL","27-DEC-2005","14:30:51.806",33.67
"CVA","27-DEC-2005","14:30:51.806",14.97
"CYH","27-DEC-2005","14:30:51.806",39.04
"ACV","27-DEC-2005","14:30:51.868",0
"DYN","27-DEC-2005","14:30:51.868",0
"GM","27-DEC-2005","14:30:51.868",0
"GPN","27-DEC-2005","14:30:51.868",0
"BBY","27-DEC-2005","14:30:51.871",0
"BDX","27-DEC-2005","14:30:51.871",0
"DHI","27-DEC-2005","14:30:51.871",0
"DHR","27-DEC-2005","14:30:51.871",0
"MET","27-DEC-2005","14:30:51.873",0
"THX","27-DEC-2005","14:30:51.873",0
"S","27-DEC-2005","14:30:51.935",23.91
"T","27-DEC-2005","14:30:51.935",24.81
"THX","27-DEC-2005","14:30:51.935",53.41
"UBS","27-DEC-2005","14:30:51.935",95.76
"WMT","27-DEC-2005","14:30:51.935",48.4
"WTS","27-DEC-2005","14:30:51.935",31.2
"SLE","27-DEC-2005","14:30:51.937",19.1
"SLE","27-DEC-2005","14:30:51.937",19.11
"SLR","27-DEC-2005","14:30:51.937",3.64
"SMG","27-DEC-2005","14:30:51.937",47.72
"TLB","27-DEC-2005","14:30:51.937",27.64
"TPK","27-DEC-2005","14:30:51.937",24.91
"TSN","27-DEC-2005","14:30:51.937",17.36
"TSN","27-DEC-2005","14:30:51.937",17.36
"TWX","27-DEC-2005","14:30:51.937",17.72
"HAR","27-DEC-2005","14:30:51.939",97.22
"HEW","27-DEC-2005","14:30:51.939",26.94
"HOV","27-DEC-2005","14:30:51.939",50.61
"HYH","27-DEC-2005","14:30:51.939",22.86
"IBM","27-DEC-2005","14:30:51.939",83.64
"ITT","27-DEC-2005","14:30:51.939",106.46
"JEC","27-DEC-2005","14:30:51.939",68.9
"JNJ","27-DEC-2005","14:30:51.939",61.21
"KG","27-DEC-2005","14:30:51.939",16.99
"KO","27-DEC-2005","14:30:51.939",41.14
"KSU","27-DEC-2005","14:30:51.939",24.94
"KTC","27-DEC-2005","14:30:51.939",22.44
"TUP","27-DEC-2005","14:30:51.939",22.89
"DD","27-DEC-2005","14:30:51.941",43.19
"EME","27-DEC-2005","14:30:51.941",69.2
"GEG","27-DEC-2005","14:30:51.941",4.57
"GKK","27-DEC-2005","14:30:51.941",23.95
"HRP","27-DEC-2005","14:30:51.941",10.53
"KSU","27-DEC-2005","14:30:51.941",24.94
"DHR","27-DEC-2005","14:30:51.942",55.88
"ELN","27-DEC-2005","14:30:51.942",13.9
"EMC","27-DEC-2005","14:30:51.942",13.85
"GPN","27-DEC-2005","14:30:51.942",47.89
"ET","27-DEC-2005","14:30:51.945",21.55
"FD","27-DEC-2005","14:30:51.945",66.31
"GM","27-DEC-2005","14:30:51.945",18.99
"CC","27-DEC-2005","14:30:52.068",22.88
"CDL","27-DEC-2005","14:30:52.068",13.22
"CRN","27-DEC-2005","14:30:52.068",13.96
"PIR","27-DEC-2005","14:30:52.070",9.02
"PXT","27-DEC-2005","14:30:52.070",13.15
"MOT","27-DEC-2005","14:30:52.072",23.49
"NYT","27-DEC-2005","14:30:52.072",26.48
"PFS","27-DEC-2005","14:30:52.072",18.99
"PLL","27-DEC-2005","14:30:52.072",27.3
"PRE","27-DEC-2005","14:30:52.072",65
"RDSb","27-DEC-2005","14:30:52.072",64.78
"RIG","27-DEC-2005","14:30:52.072",70.66
"LIZ","27-DEC-2005","14:30:52.075",35.62
"LXK","27-DEC-2005","14:30:52.075",46.03
"MON","27-DEC-2005","14:30:52.075",77.88
"OSI","27-DEC-2005","14:30:52.075",41.69
"PCG","27-DEC-2005","14:30:52.075",37.45
"PCU","27-DEC-2005","14:30:52.075",68.31
"PLA","27-DEC-2005","14:30:52.075",13.81
"PNM","27-DEC-2005","14:30:52.075",24.75
"NEM","27-DEC-2005","14:30:52.136",52.77
"NRT","27-DEC-2005","14:30:52.136",25.65
"PKS","27-DEC-2005","14:30:52.136",7.6
"LNC","27-DEC-2005","14:30:52.138",54.15
"VIAb","27-DEC-2005","14:30:52.138",33.24
"IYE","27-DEC-2005","14:30:52.139",86.46
"TTM","27-DEC-2005","14:30:52.139",14.35
"TXN","27-DEC-2005","14:30:52.139",33.13
"CTL","27-DEC-2005","14:30:52.141",0
"CYH","27-DEC-2005","14:30:52.141",0
"FCH","27-DEC-2005","14:30:52.141",17.51
"HYH","27-DEC-2005","14:30:52.141",0
"KG","27-DEC-2005","14:30:52.141",0
"HMX","27-DEC-2005","14:30:52.142",0
"BRY","27-DEC-2005","14:30:52.143",0
"CC","27-DEC-2005","14:30:52.143",0
"HCR","27-DEC-2005","14:30:52.143",0
"ITT","27-DEC-2005","14:30:52.143",0
"GGG","27-DEC-2005","14:30:52.144",0
"GKK","27-DEC-2005","14:30:52.144",0
"NYT","27-DEC-2005","14:30:52.144",0
"OMC","27-DEC-2005","14:30:52.144",0
"OMN","27-DEC-2005","14:30:52.144",0
"SFA","27-DEC-2005","14:30:52.144",0
"WMT","27-DEC-2005","14:30:52.144",0
"RGS","27-DEC-2005","14:30:52.146",0
"OSI","27-DEC-2005","14:30:52.147",0
"SLE","27-DEC-2005","14:30:52.291",0
"TXN","27-DEC-2005","14:30:52.291",0
"WEN","27-DEC-2005","14:30:52.291",0
"ADI","27-DEC-2005","14:30:52.294",37.18
"AET","27-DEC-2005","14:30:52.294",96.73
"AIG","27-DEC-2005","14:30:52.294",68.41
"AIQ","27-DEC-2005","14:30:52.294",5.9
"ARO","27-DEC-2005","14:30:52.294",25.72
"AXA","27-DEC-2005","14:30:52.294",33.18
"AXL","27-DEC-2005","14:30:52.294",18.4
"BDGa","27-DEC-2005","14:30:52.294",36.06
"BDX","27-DEC-2005","14:30:52.294",60.93
"BEN","27-DEC-2005","14:30:52.294",97.12
"BJ","27-DEC-2005","14:30:52.294",30.4
"ABS","27-DEC-2005","14:30:52.296",20.7
"ADP","27-DEC-2005","14:30:52.296",46.8
"AEA","27-DEC-2005","14:30:52.296",12.69
"AET","27-DEC-2005","14:30:52.296",96.73
"AKOa","27-DEC-2005","14:30:52.296",12.9
"AMT","27-DEC-2005","14:30:52.296",27.11
"BJ","27-DEC-2005","14:30:52.296",30.4
"BLS","27-DEC-2005","14:30:52.296",27.58
"BRY","27-DEC-2005","14:30:52.296",57.5
"BR","27-DEC-2005","14:30:52.359",86.41
"BWA","27-DEC-2005","14:30:52.359",60.06
"CHK","27-DEC-2005","14:30:52.359",31.55
"CNH","27-DEC-2005","14:30:52.359",18.4
"CRE","27-DEC-2005","14:30:52.359",35.59
"AIQ","27-DEC-2005","14:30:52.360",0
"BEC","27-DEC-2005","14:30:52.360",58.19
"CCK","27-DEC-2005","14:30:52.360",19.86
"CDL","27-DEC-2005","14:30:52.361",0
"CHK","27-DEC-2005","14:30:52.361",0
"CHK","27-DEC-2005","14:30:52.361",0
"IYE","27-DEC-2005","14:30:52.361",0
"CEG","27-DEC-2005","14:30:52.423",0
"SUP","27-DEC-2005","14:30:52.423",22.56
"TSO","27-DEC-2005","14:30:52.423",61.03
"VAR","27-DEC-2005","14:30:52.423",51.86
"WAG","27-DEC-2005","14:30:52.423",44.87
"WFC","27-DEC-2005","14:30:52.423",64.05
"WHI","27-DEC-2005","14:30:52.423",8.41
"SGR","27-DEC-2005","14:30:52.425",31.01
"SIR","27-DEC-2005","14:30:52.425",7.94
"SKP","27-DEC-2005","14:30:52.425",21.24
"SLM","27-DEC-2005","14:30:52.425",55.95
"SLR","27-DEC-2005","14:30:52.425",3.65
"SWY","27-DEC-2005","14:30:52.425",24.52
"TSO","27-DEC-2005","14:30:52.425",61.03
"TXN","27-DEC-2005","14:30:52.425",33.14
"WB","27-DEC-2005","14:30:52.425",54.08
"HCR","27-DEC-2005","14:30:52.426",40.64
"HMX","27-DEC-2005","14:30:52.426",7.97
"KFT","27-DEC-2005","14:30:52.426",28.06
"SBR","27-DEC-2005","14:30:52.426",46.38
"SCL","27-DEC-2005","14:30:52.426",26.21
"SGF","27-DEC-2005","14:30:52.426",9.65
"SSW","27-DEC-2005","14:30:52.426",20.15
"SYK","27-DEC-2005","14:30:52.426",46.25
"TUP","27-DEC-2005","14:30:52.426",22.95
"GT","27-DEC-2005","14:30:52.429",17.97
"HCR","27-DEC-2005","14:30:52.429",40.64
"IBN","27-DEC-2005","14:30:52.429",28.99
"KEY","27-DEC-2005","14:30:52.429",33.76
"TOT","27-DEC-2005","14:30:52.429",127.24
"TRZ","27-DEC-2005","14:30:52.429",22.98
"GFI","27-DEC-2005","14:30:52.431",17.23
"GM","27-DEC-2005","14:30:52.431",19
"GPN","27-DEC-2005","14:30:52.431",47.89
"DLM","27-DEC-2005","14:30:52.433",10.48
"EIX","27-DEC-2005","14:30:52.433",43.95
"ELN","27-DEC-2005","14:30:52.433",13.93
"EMC","27-DEC-2005","14:30:52.433",13.85
"HD","27-DEC-2005","14:30:52.433",41.74
"IMN","27-DEC-2005","14:30:52.433",46.41
"KEY","27-DEC-2005","14:30:52.433",33.77
"JEC","27-DEC-2005","14:30:52.435",68.86
"TPK","27-DEC-2005","14:30:52.435",0
"TSN","27-DEC-2005","14:30:52.435",0
"TSO","27-DEC-2005","14:30:52.435",0
"TTM","27-DEC-2005","14:30:52.435",0
"MDP","27-DEC-2005","14:30:52.437",0
"VAR","27-DEC-2005","14:30:52.499",0
"SBR","27-DEC-2005","14:30:52.500",0
"SGF","27-DEC-2005","14:30:52.500",0
"SGY","27-DEC-2005","14:30:52.500",0
"VLO","27-DEC-2005","14:30:52.500",0
"PCU","27-DEC-2005","14:30:52.502",68.31
"PKS","27-DEC-2005","14:30:52.502",7.6
"PLL","27-DEC-2005","14:30:52.502",27.3
"PPL","27-DEC-2005","14:30:52.502",29.97
"PPL","27-DEC-2005","14:30:52.502",29.96
"RTN","27-DEC-2005","14:30:52.502",40.14
"ODP","27-DEC-2005","14:30:52.564",31.61
"ODP","27-DEC-2005","14:30:52.564",31.61
"OMC","27-DEC-2005","14:30:52.564",86.86
"PLT","27-DEC-2005","14:30:52.564",28.72
"REY","27-DEC-2005","14:30:52.564",28.2
"IWM","27-DEC-2005","14:30:52.568",68.38
"IWM","27-DEC-2005","14:30:52.568",68.38
"EWA","27-DEC-2005","14:30:52.633",18.69
"BWA","27-DEC-2005","14:30:52.634",0
"KEY","27-DEC-2005","14:30:52.634",0
"ET","27-DEC-2005","14:30:52.635",0
"GM","27-DEC-2005","14:30:52.635",0
"HOT","27-DEC-2005","14:30:52.635",0
"ADO","27-DEC-2005","14:30:52.636",0
"AET","27-DEC-2005","14:30:52.636",0
"AXL","27-DEC-2005","14:30:52.636",0
"EXC","27-DEC-2005","14:30:52.636",54.66
"RTN","27-DEC-2005","14:30:52.697",0
"SLR","27-DEC-2005","14:30:52.697",0
"SSW","27-DEC-2005","14:30:52.697",0
"WB","27-DEC-2005","14:30:52.697",0
"PPL","27-DEC-2005","14:30:52.699",0
"WFC","27-DEC-2005","14:30:52.699",0
"LSS","27-DEC-2005","14:30:52.822",51.1
"MDP","27-DEC-2005","14:30:52.822",51.87
"MUO","27-DEC-2005","14:30:52.822",10.81
"MYL","27-DEC-2005","14:30:52.822",20.39
"NAN","27-DEC-2005","14:30:52.822",16.54
"NOC","27-DEC-2005","14:30:52.822",59.56
"NPC","27-DEC-2005","14:30:52.822",14.61
"RIO","27-DEC-2005","14:30:52.822",40.87
"LEA","27-DEC-2005","14:30:52.824",28.68
"LNN","27-DEC-2005","14:30:52.824",19.45
"MDU","27-DEC-2005","14:30:52.824",33.19
"MER","27-DEC-2005","14:30:52.824",68.9
"ABG","27-DEC-2005","14:30:52.828",17.44
"ADO","27-DEC-2005","14:30:52.828",11.49
"AMP","27-DEC-2005","14:30:52.828",41.91
"ANF","27-DEC-2005","14:30:52.828",65.84
"ASO","27-DEC-2005","14:30:52.828",26.68
"AWF","27-DEC-2005","14:30:52.828",12.3
"AXL","27-DEC-2005","14:30:52.828",18.4
"AMT","27-DEC-2005","14:30:52.830",27.11
"CAG","27-DEC-2005","14:30:52.831",20.34
"CEG","27-DEC-2005","14:30:52.831",56.8
"BLS","27-DEC-2005","14:30:52.832",27.58
"CAH","27-DEC-2005","14:30:52.832",69.1
"CHE","27-DEC-2005","14:30:52.832",51.32
"CIN","27-DEC-2005","14:30:52.832",42.91
"CRE","27-DEC-2005","14:30:52.832",35.59
"ACV","27-DEC-2005","14:30:52.833",45.96
"AMP","27-DEC-2005","14:30:52.894",0
"ANF","27-DEC-2005","14:30:52.894",0
"CHE","27-DEC-2005","14:30:52.894",0
"ELN","27-DEC-2005","14:30:52.894",0
"EXC","27-DEC-2005","14:30:52.894",0
"NOC","27-DEC-2005","14:30:52.956",0
"NPC","27-DEC-2005","14:30:52.956",0
"ODP","27-DEC-2005","14:30:52.956",0
"OMM","27-DEC-2005","14:30:52.956",0
"STX","27-DEC-2005","14:30:52.956",20.41
"SLM","27-DEC-2005","14:30:52.958",55.96
"SR","27-DEC-2005","14:30:52.958",16.6
"T","27-DEC-2005","14:30:52.958",24.81
"THX","27-DEC-2005","14:30:52.958",53.41
"VIAb","27-DEC-2005","14:30:52.958",33.26
"WMT","27-DEC-2005","14:30:52.958",48.4
"TKP","27-DEC-2005","14:30:52.960",60.22
"TLB","27-DEC-2005","14:30:52.960",27.63
"TRZ","27-DEC-2005","14:30:52.960",22.97
"TSG","27-DEC-2005","14:30:52.960",24.66
"TSO","27-DEC-2005","14:30:52.960",61.03
"TWX","27-DEC-2005","14:30:52.960",17.72
"HOT","27-DEC-2005","14:30:52.962",63.96
"HRL","27-DEC-2005","14:30:52.962",33
"HYT","27-DEC-2005","14:30:52.962",12.32
"IBN","27-DEC-2005","14:30:52.962",28.99
"KOR","27-DEC-2005","14:30:52.962",10.88
"GM","27-DEC-2005","14:30:52.964",19
"HHS","27-DEC-2005","14:30:52.964",26.87
"JWN","27-DEC-2005","14:30:52.964",37.39
"DHI","27-DEC-2005","14:30:52.966",36.26
"ECL","27-DEC-2005","14:30:52.966",36.18
"FGI","27-DEC-2005","14:30:52.966",20.01
"FHN","27-DEC-2005","14:30:52.966",39.76
"CCK","27-DEC-2005","14:30:53.088",19.86
"DLM","27-DEC-2005","14:30:53.088",10.47
"EAC","27-DEC-2005","14:30:53.088",32.46
"NZT","27-DEC-2005","14:30:53.089",31.77
"PDE","27-DEC-2005","14:30:53.089",31.4
"ODP","27-DEC-2005","14:30:53.091",31.6
"RUS","27-DEC-2005","14:30:53.092",11.61
"LNC","27-DEC-2005","14:30:53.093",54.15
"MET","27-DEC-2005","14:30:53.093",49.68
"LVS","27-DEC-2005","14:30:53.095",40.74
"MMC","27-DEC-2005","14:30:53.095",33.41
"MYL","27-DEC-2005","14:30:53.095",20.39
"NBG","27-DEC-2005","14:30:53.095",8.56
"OMM","27-DEC-2005","14:30:53.095",18.31
"VLO","27-DEC-2005","14:30:53.160",52.11
"HYT","27-DEC-2005","14:30:53.161",0
"IBN","27-DEC-2005","14:30:53.161",0
"TXN","27-DEC-2005","14:30:53.161",33.13
"DD","27-DEC-2005","14:30:53.162",0
"EAC","27-DEC-2005","14:30:53.162",0
"LXK","27-DEC-2005","14:30:53.162",0
"CIN","27-DEC-2005","14:30:53.164",0
"LVS","27-DEC-2005","14:30:53.164",0
"ACV","27-DEC-2005","14:30:53.165",0
"AXL","27-DEC-2005","14:30:53.165",0
"FHN","27-DEC-2005","14:30:53.165",0
"AIG","27-DEC-2005","14:30:53.227",0
"D","27-DEC-2005","14:30:53.227",78.79
"DD","27-DEC-2005","14:30:53.227",43.2
"DD","27-DEC-2005","14:30:53.227",43.2
"DGX","27-DEC-2005","14:30:53.227",52.39
"DHR","27-DEC-2005","14:30:53.227",55.88
"DYN","27-DEC-2005","14:30:53.227",5.14
"EDO","27-DEC-2005","14:30:53.227",27.41
"FBR","27-DEC-2005","14:30:53.227",10.82
"FCH","27-DEC-2005","14:30:53.227",17.5
"VIAb","27-DEC-2005","14:30:53.227",0
"NBG","27-DEC-2005","14:30:53.231",0
"PLT","27-DEC-2005","14:30:53.231",0
"THC","27-DEC-2005","14:30:53.231",0
"TKP","27-DEC-2005","14:30:53.231",0
"TSG","27-DEC-2005","14:30:53.231",0
"LNC","27-DEC-2005","14:30:53.355",54.14
"REV","27-DEC-2005","14:30:53.355",0
"TOL","27-DEC-2005","14:30:53.355",0
"IWM","27-DEC-2005","14:30:53.357",68.38
"IWM","27-DEC-2005","14:30:53.357",68.38
"ACV","27-DEC-2005","14:30:53.358",45.95
"AIG","27-DEC-2005","14:30:53.358",68.45
"AXE","27-DEC-2005","14:30:53.358",39.83
"IWM","27-DEC-2005","14:30:53.358",68.38
"IWM","27-DEC-2005","14:30:53.358",68.38
"SPY","27-DEC-2005","14:30:53.358",126.95
"SPY","27-DEC-2005","14:30:53.358",126.95
"AEA","27-DEC-2005","14:30:53.360",12.69
"AIG","27-DEC-2005","14:30:53.360",68.37
"ARO","27-DEC-2005","14:30:53.360",25.72
"AWF","27-DEC-2005","14:30:53.360",12.3
"BBI","27-DEC-2005","14:30:53.360",3.56
"BJ","27-DEC-2005","14:30:53.360",30.4
"ABG","27-DEC-2005","14:30:53.362",17.45
"AES","27-DEC-2005","14:30:53.362",16.15
"AIQ","27-DEC-2005","14:30:53.362",5.9
"ALL","27-DEC-2005","14:30:53.362",54.83
"AZO","27-DEC-2005","14:30:53.362",92.59
"CNC","27-DEC-2005","14:30:53.364",26.7
"BR","27-DEC-2005","14:30:53.366",86.41
"BYD","27-DEC-2005","14:30:53.366",47.46
"BYD","27-DEC-2005","14:30:53.366",47.46
"COP","27-DEC-2005","14:30:53.366",59
"CVA","27-DEC-2005","14:30:53.366",14.97
"VLO","27-DEC-2005","14:30:53.435",52.11
"WYE","27-DEC-2005","14:30:53.435",47.55
"XEL","27-DEC-2005","14:30:53.435",18.93
"SLE","27-DEC-2005","14:30:53.437",19.11
"SPG","27-DEC-2005","14:30:53.437",78.4
"SUP","27-DEC-2005","14:30:53.437",22.56
"TLB","27-DEC-2005","14:30:53.437",27.64
"TOL","27-DEC-2005","14:30:53.437",36.16
"TUP","27-DEC-2005","14:30:53.437",22.94
"HLT","27-DEC-2005","14:30:53.501",22.66
"IFC","27-DEC-2005","14:30:53.501",21.61
"SLE","27-DEC-2005","14:30:53.501",19.11
"STZ","27-DEC-2005","14:30:53.501",25.81
"JEC","27-DEC-2005","14:30:53.502",68.86
"KSU","27-DEC-2005","14:30:53.502",24.95
"HCR","27-DEC-2005","14:30:53.504",40.64
"HNR","27-DEC-2005","14:30:53.504",9.15
"IM","27-DEC-2005","14:30:53.504",19.72
"JNJ","27-DEC-2005","14:30:53.504",61.21
"DYN","27-DEC-2005","14:30:53.505",5.14
"ESE","27-DEC-2005","14:30:53.505",44.49
"ETW","27-DEC-2005","14:30:53.505",17.1
"GKK","27-DEC-2005","14:30:53.505",23.95
"HJE","27-DEC-2005","14:30:53.505",23.24
"KEY","27-DEC-2005","14:30:53.505",33.77
"DYN","27-DEC-2005","14:30:53.507",5.14
"ET","27-DEC-2005","14:30:53.507",21.54
"EXR","27-DEC-2005","14:30:53.507",15.26
"GLD","27-DEC-2005","14:30:53.507",50.59
"DBD","27-DEC-2005","14:30:53.509",38.71
"DGX","27-DEC-2005","14:30:53.509",52.39
"DHR","27-DEC-2005","14:30:53.509",55.88
"FDO","27-DEC-2005","14:30:53.509",25.13
"FT","27-DEC-2005","14:30:53.509",6.3
"FT","27-DEC-2005","14:30:53.509",6.12
"GGG","27-DEC-2005","14:30:53.509",37
"GM","27-DEC-2005","14:30:53.509",19
"EOP","27-DEC-2005","14:30:53.572",30.26
"IWM","27-DEC-2005","14:30:53.572",68.38
"CC","27-DEC-2005","14:30:53.581",22.88
"CCE","27-DEC-2005","14:30:53.581",19.53
"CCH","27-DEC-2005","14:30:53.581",29.05
"CDL","27-DEC-2005","14:30:53.581",13.22
"REV","27-DEC-2005","14:30:53.646",3.3
"OMN","27-DEC-2005","14:30:53.649",4.79
"PIR","27-DEC-2005","14:30:53.649",8.98
"PLL","27-DEC-2005","14:30:53.649",27.3
"REV","27-DEC-2005","14:30:53.649",3.3
"LXK","27-DEC-2005","14:30:53.652",46.03
"MDU","27-DEC-2005","14:30:53.652",33.19
"MYL","27-DEC-2005","14:30:53.652",20.39
"NYT","27-DEC-2005","14:30:53.652",26.48
"PIR","27-DEC-2005","14:30:53.652",8.98
"PKS","27-DEC-2005","14:30:53.652",7.6
"PXT","27-DEC-2005","14:30:53.652",13.14
"RHI","27-DEC-2005","14:30:53.652",38.22
"RIO","27-DEC-2005","14:30:53.652",40.84
"MDU","27-DEC-2005","14:30:53.655",33.19
"ODP","27-DEC-2005","14:30:53.655",31.6
"PEI","27-DEC-2005","14:30:53.655",38.18
"RTN","27-DEC-2005","14:30:53.655",40.14
"LOW","27-DEC-2005","14:30:53.657",67.73
"MSC","27-DEC-2005","14:30:53.657",12.57
"NFB","27-DEC-2005","14:30:53.657",27.55
"D","27-DEC-2005","14:30:53.666",0
